transaction_id,order_id,transaction_date,transaction_type,amount,currency,payment_method,payment_reference,merchant_id,processor_response,processor_fee,is_processed,created_at,updated_at
TXN_00000015,ORD_00004432,2023-12-22 19:19:11,Fee,864.4,USD,Cash,REF_997854,MERCH_012,Approved,6.23,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000016,ORD_00000451,2025-04-05 19:19:11,Adjustment,161.84,USD,PayPal,REF_508140,MERCH_049,Pending,3.9,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000017,ORD_00003737,2023-09-16 19:19:11,Discount,-602.51,USD,Cash,REF_709056,MERCH_018,Declined,5.96,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000018,ORD_00003063,2024-12-15 19:19:11,Refund,179.24,USD,PayPal,REF_873451,MERCH_036,Pending,0.58,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000019,ORD_00002705,2024-08-11 19:19:11,Refund,-944.58,USD,Debit Card,REF_214157,MERCH_037,Pending,9.19,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000020,ORD_00003429,2025-05-08 19:19:11,Fee,-301.85,USD,Cash,REF_722463,MERCH_076,Pending,2.54,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000021,ORD_00002140,2024-06-22 19:19:11,Sale,-721.06,USD,Cash,REF_968197,MERCH_012,Declined,5.06,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000022,ORD_00001295,2024-12-29 19:19:11,Sale,-963.66,USD,Debit Card,REF_803299,MERCH_070,Declined,5.08,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000023,ORD_00000982,2024-04-03 19:19:11,Adjustment,-258.13,USD,PayPal,REF_796979,MERCH_023,Approved,5.88,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000024,ORD_00001752,2024-06-12 19:19:11,Sale,71.5,USD,Bank Transfer,REF_248217,MERCH_091,Declined,0.17,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000025,,2024-05-20 19:19:11,Adjustment,-742.49,USD,Credit Card,REF_423731,MERCH_034,Approved,3.33,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000026,ORD_00003864,2023-10-09 19:19:11,Refund,-32.11,USD,Cash,REF_696564,MERCH_080,Pending,5.69,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000027,,2023-10-29 19:19:11,Sale,426.55,USD,Cash,REF_959067,MERCH_067,Pending,8.52,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000028,ORD_00004720,2024-05-26 19:19:11,Refund,510.91,USD,Bank Transfer,REF_571690,MERCH_033,Approved,5.07,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000029,ORD_00000318,2024-07-23 19:19:11,Sale,588.76,USD,Debit Card,REF_710918,MERCH_044,Pending,9.1,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000030,ORD_00004838,2025-07-09 19:19:11,Refund,-306.73,USD,PayPal,REF_322389,MERCH_035,Approved,4.75,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000031,ORD_00004276,2024-03-30 19:19:11,Fee,-213.31,USD,Cash,REF_738678,MERCH_032,Declined,7.27,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000032,ORD_00000363,2023-11-28 19:19:11,Discount,695.1,USD,PayPal,REF_494498,MERCH_090,Approved,9.36,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000033,ORD_00000860,2024-05-05 19:19:11,Adjustment,705.29,USD,Bank Transfer,REF_305571,MERCH_081,Approved,3.03,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000034,ORD_00000720,2025-03-31 19:19:11,Refund,107.09,USD,Debit Card,REF_707753,MERCH_009,Declined,2.01,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000035,ORD_00003636,2025-03-07 19:19:11,Adjustment,2.0,USD,Credit Card,REF_451878,MERCH_047,Pending,4.58,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000036,ORD_00001119,2024-08-13 19:19:11,Refund,-89.71,USD,Credit Card,REF_734011,MERCH_018,Pending,4.19,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000037,ORD_00000292,2024-04-15 19:19:11,Sale,141.33,USD,Bank Transfer,REF_579640,MERCH_001,Pending,2.36,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000038,ORD_00004320,2024-02-17 19:19:11,Sale,-142.42,USD,Bank Transfer,REF_346953,MERCH_100,Approved,5.3,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000039,ORD_00000655,2024-03-01 19:19:11,Fee,-698.24,USD,PayPal,REF_290812,MERCH_072,Pending,5.38,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000040,ORD_00004883,2025-04-27 19:19:11,Discount,-660.99,USD,Bank Transfer,REF_202812,MERCH_091,Approved,0.24,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000041,ORD_00003705,2023-12-20 19:19:11,Sale,-461.92,USD,Credit Card,REF_317768,MERCH_038,Declined,7.85,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000042,ORD_00004342,2025-05-31 19:19:11,Discount,912.0,USD,Cash,REF_891175,MERCH_032,Approved,5.04,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000043,ORD_00000942,2023-09-08 19:19:11,Sale,-259.32,USD,PayPal,REF_378310,MERCH_089,Pending,5.46,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000044,,2025-04-07 19:19:11,Discount,-972.28,USD,Cash,REF_194593,MERCH_053,Declined,8.18,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000045,ORD_00004940,2024-01-23 19:19:11,Sale,431.57,USD,Debit Card,REF_633232,MERCH_015,Declined,9.64,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000046,ORD_00002428,2024-11-04 19:19:11,Sale,-785.35,USD,Credit Card,REF_455491,MERCH_081,Declined,0.29,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000047,ORD_00003480,2025-01-14 19:19:11,Discount,-890.35,USD,Bank Transfer,REF_141098,MERCH_043,Declined,2.04,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000048,ORD_00003661,2025-03-19 19:19:11,Sale,105.46,USD,Cash,REF_642186,MERCH_053,Pending,8.79,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000049,ORD_00003459,2025-04-12 19:19:11,Refund,-188.67,USD,Cash,REF_805676,MERCH_033,Pending,6.23,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000050,ORD_00002015,2023-09-09 19:19:11,Fee,199.58,USD,Bank Transfer,REF_748050,MERCH_054,Pending,1.65,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000051,ORD_00001184,2023-08-09 19:19:11,Discount,643.15,USD,Credit Card,REF_421814,MERCH_016,Declined,6.17,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000052,ORD_00001791,2024-01-12 19:19:11,Sale,-525.63,USD,PayPal,REF_153577,MERCH_004,Approved,4.44,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000053,,2025-06-24 19:19:11,Discount,735.92,USD,PayPal,REF_163324,MERCH_027,Pending,8.73,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000054,ORD_00000659,2023-09-09 19:19:11,Sale,952.27,USD,Cash,REF_781586,MERCH_080,Declined,1.93,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000055,ORD_00003670,2024-04-11 19:19:11,Refund,-501.88,USD,Credit Card,REF_161002,MERCH_087,Approved,7.12,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000056,ORD_00004730,2024-08-07 19:19:11,Fee,-290.06,USD,Credit Card,REF_361551,MERCH_004,Approved,1.66,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000057,,2024-12-18 19:19:11,Discount,-844.44,USD,Debit Card,REF_402961,MERCH_065,Approved,0.83,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000058,ORD_00003789,2025-07-14 19:19:11,Refund,902.28,USD,PayPal,REF_778490,MERCH_057,Declined,9.64,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000059,,2024-05-17 19:19:11,Discount,-363.53,USD,PayPal,REF_917152,MERCH_032,Declined,1.12,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000060,ORD_00002871,2024-03-13 19:19:11,Discount,-283.75,USD,Cash,REF_788942,MERCH_019,Declined,1.95,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000061,ORD_00000059,2025-03-10 19:19:11,Discount,-336.26,USD,Bank Transfer,REF_276745,MERCH_085,Approved,3.85,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000062,,2023-12-23 19:19:11,Sale,563.82,USD,PayPal,REF_938223,MERCH_001,Approved,3.1,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000063,ORD_00001448,2024-09-12 19:19:11,Adjustment,973.74,USD,Cash,REF_567812,MERCH_089,Pending,0.52,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000064,ORD_00001693,2024-06-28 19:19:11,Adjustment,706.94,USD,Bank Transfer,REF_922639,MERCH_019,Pending,5.04,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000065,ORD_00002500,2025-06-20 19:19:11,Sale,-521.38,USD,Debit Card,REF_673208,MERCH_023,Pending,0.97,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000066,ORD_00002324,2025-05-10 19:19:11,Refund,-778.83,USD,Bank Transfer,REF_750690,MERCH_043,Pending,5.49,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000067,ORD_00004280,2025-06-03 19:19:11,Adjustment,-851.07,USD,Credit Card,REF_944022,MERCH_055,Approved,8.73,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000068,ORD_00000871,2025-05-31 19:19:11,Refund,-289.51,USD,PayPal,REF_924313,MERCH_063,Approved,2.36,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000069,ORD_00002337,2024-09-19 19:19:11,Discount,141.87,USD,Debit Card,REF_898864,MERCH_083,Declined,5.7,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000070,ORD_00002753,2023-08-15 19:19:11,Sale,125.11,USD,Debit Card,REF_491714,MERCH_085,Pending,4.67,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000071,ORD_00002190,2024-12-26 19:19:11,Refund,614.27,USD,Credit Card,REF_419186,MERCH_011,Declined,7.5,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000072,ORD_00001085,2023-12-31 19:19:11,Sale,-878.2,USD,PayPal,REF_523106,MERCH_001,Declined,6.21,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000073,ORD_00000200,2024-06-15 19:19:11,Adjustment,660.01,USD,Bank Transfer,REF_880111,MERCH_086,Declined,6.69,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000074,ORD_00004689,2023-08-15 19:19:11,Adjustment,-600.81,USD,Credit Card,REF_464163,MERCH_008,Approved,2.31,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000075,ORD_00004941,2024-03-09 19:19:11,Adjustment,712.21,USD,PayPal,REF_576538,MERCH_041,Declined,7.03,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000076,ORD_00003033,2025-02-12 19:19:11,Discount,203.86,USD,Debit Card,REF_710909,MERCH_041,Declined,0.03,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000077,ORD_00000813,2025-03-06 19:19:11,Sale,39.01,USD,Credit Card,REF_440151,MERCH_040,Approved,7.87,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000078,ORD_00001599,2025-02-08 19:19:11,Adjustment,-181.52,USD,Debit Card,REF_725742,MERCH_058,Approved,3.67,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000079,ORD_00002249,2024-01-15 19:19:11,Adjustment,432.25,USD,Cash,REF_432119,MERCH_059,Approved,4.32,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000080,ORD_00002751,2024-02-19 19:19:11,Sale,-904.03,USD,Debit Card,REF_817251,MERCH_004,Pending,7.26,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000081,ORD_00003102,2025-02-22 19:19:11,Fee,550.62,USD,Debit Card,REF_668086,MERCH_051,Declined,0.79,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000082,ORD_00000203,2024-02-26 19:19:11,Adjustment,-917.17,USD,Debit Card,REF_155802,MERCH_073,Pending,3.06,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000083,ORD_00001242,2024-10-18 19:19:11,Refund,436.26,USD,Credit Card,REF_211064,MERCH_085,Approved,0.51,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000084,ORD_00003187,2025-05-24 19:19:11,Refund,-505.86,USD,Cash,REF_679099,MERCH_053,Pending,2.99,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000085,ORD_00003315,2024-05-24 19:19:11,Fee,-598.21,USD,PayPal,REF_870859,MERCH_066,Approved,8.69,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000086,ORD_00000707,2023-12-27 19:19:11,Refund,-663.33,USD,Credit Card,REF_728874,MERCH_002,Declined,1.93,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000087,ORD_00003437,2025-07-01 19:19:11,Discount,-889.51,USD,Debit Card,REF_533072,MERCH_090,Declined,6.99,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000088,ORD_00003120,2024-11-13 19:19:11,Discount,-479.36,USD,Debit Card,REF_779844,MERCH_009,Pending,0.76,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000089,,2024-05-07 19:19:11,Discount,274.08,USD,PayPal,REF_318908,MERCH_082,Approved,2.29,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000090,,2023-11-01 19:19:11,Adjustment,-812.2,USD,Cash,REF_583488,MERCH_014,Approved,2.57,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000091,ORD_00002144,2024-10-24 19:19:11,Fee,-542.3,USD,Cash,REF_686531,MERCH_075,Approved,1.41,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000092,ORD_00002522,2025-06-25 19:19:11,Adjustment,476.07,USD,Cash,REF_608837,MERCH_074,Approved,6.96,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000093,ORD_00001797,2023-10-24 19:19:11,Adjustment,12.94,USD,PayPal,REF_382283,MERCH_015,Declined,2.43,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000094,ORD_00000313,2024-05-06 19:19:11,Sale,-173.25,USD,Cash,REF_981434,MERCH_021,Approved,3.35,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000095,ORD_00002670,2023-09-05 19:19:11,Sale,414.6,USD,Bank Transfer,REF_847691,MERCH_091,Declined,7.67,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000096,ORD_00004402,2024-05-04 19:19:11,Discount,-889.95,USD,Debit Card,REF_134219,MERCH_031,Pending,2.35,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000097,ORD_00004186,2023-10-17 19:19:11,Sale,551.78,USD,Credit Card,REF_823739,MERCH_013,Approved,0.9,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000098,ORD_00002331,2023-11-17 19:19:11,Adjustment,177.48,USD,Bank Transfer,REF_173387,MERCH_069,Approved,2.07,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000099,ORD_00004882,2025-06-02 19:19:11,Sale,-128.32,USD,Bank Transfer,REF_694845,MERCH_013,Pending,5.43,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000100,ORD_00000629,2024-12-29 19:19:11,Sale,-171.36,USD,Credit Card,REF_591463,MERCH_051,Pending,3.78,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000101,ORD_00004333,2025-01-26 19:19:11,Discount,-754.27,USD,Debit Card,REF_597913,MERCH_014,Declined,4.81,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000102,ORD_00002680,2024-06-22 19:19:11,Fee,68.73,USD,Credit Card,REF_163315,MERCH_045,Pending,1.29,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000103,ORD_00004519,2025-05-31 19:19:11,Fee,595.36,USD,Credit Card,REF_624745,MERCH_046,Declined,1.27,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000104,ORD_00003970,2024-06-04 19:19:11,Discount,-122.95,USD,Credit Card,REF_436900,MERCH_095,Declined,9.22,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000105,ORD_00003119,2025-05-13 19:19:11,Discount,792.35,USD,Credit Card,REF_475170,MERCH_027,Declined,0.21,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000106,ORD_00001138,2025-03-08 19:19:11,Fee,922.77,USD,Cash,REF_905846,MERCH_080,Declined,6.62,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000107,ORD_00003655,2023-12-29 19:19:11,Fee,32.62,USD,Cash,REF_924328,MERCH_074,Approved,0.51,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000108,ORD_00000976,2024-01-10 19:19:11,Fee,643.52,USD,Credit Card,REF_374181,MERCH_015,Approved,4.96,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000109,ORD_00002377,2024-10-30 19:19:11,Discount,928.6,USD,Bank Transfer,REF_144714,MERCH_027,Pending,2.35,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000110,ORD_00000827,2025-08-01 19:19:11,Sale,-260.76,USD,Bank Transfer,REF_888843,MERCH_082,Declined,0.54,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000111,ORD_00003869,2025-07-22 19:19:11,Discount,-388.56,USD,Credit Card,REF_628476,MERCH_024,Declined,9.92,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000112,ORD_00002373,2025-07-20 19:19:11,Refund,841.52,USD,Credit Card,REF_225099,MERCH_026,Approved,1.51,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000113,ORD_00002046,2025-01-14 19:19:11,Adjustment,-457.35,USD,Debit Card,REF_491726,MERCH_058,Approved,2.33,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000114,ORD_00002064,2024-01-08 19:19:11,Fee,-679.35,USD,Bank Transfer,REF_678871,MERCH_010,Approved,7.96,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000115,ORD_00002568,2023-10-08 19:19:11,Fee,-535.66,USD,PayPal,REF_189346,MERCH_042,Pending,9.39,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000116,ORD_00003551,2025-06-15 19:19:11,Sale,-104.66,USD,Bank Transfer,REF_530009,MERCH_035,Declined,0.9,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000117,ORD_00003317,2025-01-01 19:19:11,Discount,-558.78,USD,Cash,REF_442863,MERCH_038,Pending,4.56,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000118,ORD_00004009,2023-09-01 19:19:11,Discount,46.7,USD,Credit Card,REF_126059,MERCH_041,Pending,2.32,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000119,ORD_00001952,2023-10-17 19:19:11,Fee,-894.54,USD,Debit Card,REF_877120,MERCH_008,Approved,4.39,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000120,ORD_00002758,2025-05-03 19:19:11,Discount,-644.93,USD,Cash,REF_355301,MERCH_092,Pending,9.2,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000121,ORD_00003075,2024-02-04 19:19:11,Discount,-540.61,USD,PayPal,REF_433710,MERCH_015,Approved,4.27,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000122,,2023-08-22 19:19:11,Fee,-308.26,USD,PayPal,REF_785832,MERCH_013,Approved,5.15,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000123,ORD_00001613,2025-02-16 19:19:11,Fee,526.56,USD,Cash,REF_674615,MERCH_030,Declined,7.2,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000124,ORD_00000273,2025-06-16 19:19:11,Adjustment,93.66,USD,Debit Card,REF_432197,MERCH_019,Declined,8.19,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000125,ORD_00001580,2023-09-06 19:19:11,Discount,2.09,USD,Credit Card,REF_471800,MERCH_065,Declined,5.77,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000126,ORD_00004217,2023-11-15 19:19:11,Fee,767.8,USD,Cash,REF_656781,MERCH_018,Pending,6.11,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000127,,2024-02-04 19:19:11,Fee,779.69,USD,Bank Transfer,REF_203726,MERCH_047,Declined,3.58,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000128,ORD_00003501,2023-09-30 19:19:11,Sale,837.26,USD,Bank Transfer,REF_155171,MERCH_004,Approved,9.8,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000129,,2024-09-16 19:19:11,Refund,-983.27,USD,Bank Transfer,REF_312039,MERCH_047,Declined,3.94,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000130,ORD_00003652,2024-12-01 19:19:11,Refund,705.18,USD,PayPal,REF_721871,MERCH_071,Declined,3.82,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000131,ORD_00001407,2025-02-03 19:19:11,Refund,24.07,USD,Cash,REF_655358,MERCH_041,Approved,7.66,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000132,ORD_00000303,2025-04-21 19:19:11,Sale,276.95,USD,Cash,REF_362618,MERCH_023,Declined,8.84,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000133,ORD_00001220,2024-12-08 19:19:11,Adjustment,796.63,USD,Credit Card,REF_471553,MERCH_031,Approved,0.44,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000134,ORD_00004442,2023-10-11 19:19:11,Sale,-417.76,USD,Debit Card,REF_193768,MERCH_005,Approved,1.71,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000135,ORD_00002407,2024-10-05 19:19:11,Fee,-127.54,USD,Credit Card,REF_588365,MERCH_014,Approved,3.45,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000136,ORD_00004158,2025-05-26 19:19:11,Adjustment,956.78,USD,Cash,REF_828207,MERCH_014,Declined,1.5,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000137,ORD_00001179,2024-04-06 19:19:11,Fee,-776.79,USD,Cash,REF_259169,MERCH_063,Approved,7.89,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000138,ORD_00003987,2023-11-23 19:19:11,Discount,686.3,USD,Debit Card,REF_345269,MERCH_028,Approved,4.23,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000139,ORD_00003690,2023-10-01 19:19:11,Fee,-861.08,USD,PayPal,REF_459482,MERCH_017,Pending,1.39,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000140,ORD_00003635,2025-03-24 19:19:11,Discount,-131.58,USD,Bank Transfer,REF_579184,MERCH_086,Approved,0.34,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000141,,2024-02-04 19:19:11,Adjustment,558.13,USD,PayPal,REF_824515,MERCH_009,Declined,1.82,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000142,ORD_00004887,2024-01-22 19:19:11,Discount,-505.73,USD,Credit Card,REF_196278,MERCH_073,Pending,5.72,True,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000143,ORD_00003018,2024-07-28 19:19:11,Refund,355.1,USD,Bank Transfer,REF_924195,MERCH_033,Approved,7.42,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000144,ORD_00003248,2025-07-10 19:19:11,Adjustment,804.03,USD,Debit Card,REF_736640,MERCH_002,Approved,5.11,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000145,ORD_00000567,2025-07-24 19:19:11,Adjustment,-0.99,USD,Debit Card,REF_623260,MERCH_042,Approved,7.65,False,2025-08-04 19:19:11,2025-08-04 19:19:11
TXN_00000146,ORD_00003384,2023-08-15 19:19:11,Refund,-695.02,USD,Cash,REF_285012,MERCH_099,Approved,3.29,False,2025-08-04 19:19:11,2025-08-04 19:19:11
